Jogador,Liga,Clube,Nação,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G-PB,PB,PT,CrtsA,CrtV,G_90,A_90,G+A_90
Gaël Kakuta,Ligue 1,Lens,COD,MEI,30,29,20,1673,18.6,3,2,2,1,1,1,0,0.16,0.11,0.27
David Pereira da Costa,Ligue 1,Lens,POR,MEI,20,33,16,1464,16.3,3,5,3,0,0,2,0,0.18,0.31,0.49
Massadio Haïdara,Ligue 1,Lens,MLI,DEF,28,20,12,1076,12.0,1,1,1,0,0,5,1,0.08,0.08,0.17
Wuilker Faríñez,Ligue 1,Lens,VEN,GK,23,13,11,1105,12.3,0,0,0,0,0,0,0,0.0,0.0,0.0
Christopher Wooh,Ligue 1,Lens,CMR,DEF,19,14,11,1050,11.7,0,1,0,0,0,2,0,0.0,0.09,0.09
Ignatius Ganago,Ligue 1,Lens,CMR,ATA,22,28,11,1024,11.4,5,1,5,0,0,2,0,0.44,0.09,0.53
Wesley Saïd,Ligue 1,Lens,FRA,ATA,26,21,7,654,7.3,5,0,5,0,0,2,0,0.68,0.0,0.68
Yannick Cahuzac,Ligue 1,Lens,FRA,MEI,36,17,6,618,6.9,0,0,0,0,0,1,1,0.0,0.0,0.0
Deiver Machado,Ligue 1,Lens,COL,DEF,27,22,5,523,5.8,0,1,0,0,0,1,0,0.0,0.17,0.17
Patrick Berg,Ligue 1,Lens,NOR,MEI,23,14,2,307,3.4,0,0,0,0,0,0,0,0.0,0.0,0.0
Corentin Jean,Ligue 1,Lens,FRA,ATA,26,17,1,255,2.8,1,0,1,0,0,2,0,0.36,0.0,0.36
Simon Banza,Ligue 1,Lens,FRA,ATA,24,4,1,124,1.4,1,1,1,0,0,0,0,0.71,0.71,1.43
Ismaëlben Boura,Ligue 1,Lens,FRA,DEF,20,5,1,95,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0
Steven Fortes,Ligue 1,Lens,CPV,DEF,29,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0
Ibrahima Baldé,Ligue 1,Lens,FRA,ATA,18,4,0,58,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0
Charles Boli,Ligue 1,Lens,FRA,MEI,22,4,0,32,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0
Brayann Pereira,Ligue 1,Lens,FRA,DEF,18,2,0,15,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0
Cristiano Biraghi,Serie A,Fiorentina,ITA,DEF,28,37,37,3153,35.0,4,1,3,1,2,5,1,0.11,0.03,0.14
Nikola Milenković,Serie A,Fiorentina,SRB,DEF,23,34,34,2926,32.5,1,0,1,0,0,10,1,0.03,0.0,0.03
Pietro Terracciano,Serie A,Fiorentina,ITA,GK,31,32,31,2862,31.8,0,0,0,0,0,0,0,0.0,0.0,0.0
Giacomo Bonaventura,Serie A,Fiorentina,ITA,MEI,31,31,28,2266,25.2,4,4,4,0,0,8,1,0.16,0.16,0.32
Nicolás González,Serie A,Fiorentina,ARG,ATA,23,33,26,2357,26.2,7,6,4,3,3,4,1,0.27,0.23,0.5
Lucas Torreira,Serie A,Fiorentina,URU,MEI,25,31,26,2195,24.4,5,1,5,0,0,10,1,0.2,0.04,0.25
Igor,Serie A,Fiorentina,BRA,DEF,23,30,23,2242,24.9,0,0,0,0,0,3,0,0.0,0.0,0.0
Alfred Duncan,Serie A,Fiorentina,GHA,MEI,28,33,21,1931,21.5,2,2,2,0,0,3,0,0.09,0.09,0.19
Dušan Vlahović,Serie A,Fiorentina,SRB,ATA,21,21,21,1857,20.6,17,2,12,5,6,2,0,0.83,0.1,0.92
Lorenzo Venuti,Serie A,Fiorentina,ITA,DEF,26,23,20,1571,17.5,0,0,0,0,0,4,0,0.0,0.0,0.0
Álvaro Odriozola,Serie A,Fiorentina,ESP,DEF,25,25,18,1733,19.3,1,2,1,0,0,4,1,0.05,0.1,0.16
Lucas Martínez Quarta,Serie A,Fiorentina,ARG,DEF,25,20,16,1431,15.9,1,0,1,0,0,8,0,0.06,0.0,0.06
Gaetano Castrovilli,Serie A,Fiorentina,ITA,MEI,24,23,16,1391,15.5,1,1,1,0,0,4,0,0.06,0.06,0.13
José Callejón,Serie A,Fiorentina,ESP,ATA,34,30,16,1298,14.4,1,2,1,0,0,0,0,0.07,0.14,0.21
Riccardo Sottil,Serie A,Fiorentina,ITA,ATA,22,24,14,1239,13.8,3,2,3,0,0,4,1,0.22,0.14,0.36
Riccardo Saponara,Serie A,Fiorentina,ITA,ATA,29,29,13,1284,14.3,3,3,3,0,0,1,0,0.21,0.21,0.42
Youssef Maleh,Serie A,Fiorentina,ITA,MEI,22,28,11,1019,11.3,2,2,2,0,0,5,0,0.18,0.18,0.35
Krzysztof Piątek,Serie A,Fiorentina,POL,ATA,26,14,9,733,8.1,3,0,3,0,1,0,0,0.37,0.0,0.37
Sofyan Amrabat,Serie A,Fiorentina,MAR,MEI,24,23,8,944,10.5,1,0,1,0,0,6,0,0.1,0.0,0.1
Arthur,Serie A,Fiorentina,BRA,ATA,23,14,8,749,8.3,2,2,2,0,0,1,0,0.24,0.24,0.48
Jonathan Ikone,Serie A,Fiorentina,FRA,ATA,23,17,7,649,7.2,1,1,1,0,0,1,0,0.14,0.14,0.28
Bartłomiej Drągowski,Serie A,Fiorentina,POL,GK,23,7,7,556,6.2,0,0,0,0,0,0,1,0.0,0.0,0.0
Erick Pulgar,Serie A,Fiorentina,CHI,MEI,27,6,4,341,3.8,0,1,0,0,0,2,0,0.0,0.26,0.26
Matija Nastasić,Serie A,Fiorentina,SRB,DEF,28,5,2,219,2.4,0,0,0,0,0,1,0,0.0,0.0,0.0
Aleksa Terzić,Serie A,Fiorentina,SRB,DEF,21,14,1,274,3.0,0,1,0,0,0,1,0,0.0,0.33,0.33
Marco Benassi,Serie A,Fiorentina,ITA,DEF,26,6,1,158,1.8,0,0,0,0,0,1,0,0.0,0.0,0.0
Aleksandr Kokorin,Serie A,Fiorentina,RUS,ATA,30,6,0,55,0.6,0,0,0,0,0,1,0,0.0,0.0,0.0
Robin Le Normand,La Liga,Real Sociedad,FRA,DEF,24,37,37,3330,37.0,1,1,1,0,0,6,0,0.03,0.03,0.05
Álex Remiro,La Liga,Real Sociedad,ESP,GK,26,35,35,3150,35.0,0,0,0,0,0,1,0,0.0,0.0,0.0
Mikel Merino,La Liga,Real Sociedad,ESP,MEI,25,34,33,2890,32.1,3,2,3,0,0,8,0,0.09,0.06,0.16
Martín Zubimendi,La Liga,Real Sociedad,ESP,MEI,22,36,26,2591,28.8,2,1,2,0,0,4,0,0.07,0.03,0.1
Alexander Isak,La Liga,Real Sociedad,SWE,ATA,21,32,26,2140,23.8,6,2,4,2,3,6,0,0.25,0.08,0.34
Andoni Gorosabel,La Liga,Real Sociedad,ESP,DEF,24,32,25,2289,25.4,0,4,0,0,0,4,0,0.0,0.16,0.16
Aritz Elustondo,La Liga,Real Sociedad,ESP,DEF,27,30,22,2105,23.4,4,1,4,0,0,3,1,0.17,0.04,0.21
David Silva,La Liga,Real Sociedad,ESP,MEI,35,25,22,1720,19.1,2,4,2,0,0,4,1,0.1,0.21,0.31
Alexander Sørloth,La Liga,Real Sociedad,NOR,ATA,25,33,20,1763,19.6,4,0,4,0,0,2,0,0.2,0.0,0.2
Mikel Oyarzabal,La Liga,Real Sociedad,ESP,ATA,24,22,19,1671,18.6,9,3,5,4,5,0,1,0.48,0.16,0.65
Igor Zubeldia,La Liga,Real Sociedad,ESP,DEF,24,26,19,1648,18.3,0,1,0,0,0,7,0,0.0,0.05,0.05
Diego Rico,La Liga,Real Sociedad,ESP,DEF,28,21,19,1644,18.3,0,0,0,0,0,4,0,0.0,0.0,0.0
Adnan Januzaj,La Liga,Real Sociedad,BEL,ATA,26,33,17,1625,18.1,3,0,1,2,2,5,0,0.17,0.0,0.17
Portu,La Liga,Real Sociedad,ESP,ATA,29,37,17,1590,17.7,1,2,0,1,1,5,0,0.06,0.11,0.17
Aihen Muñoz,La Liga,Real Sociedad,ESP,DEF,23,20,15,1342,14.9,0,0,0,0,0,4,1,0.0,0.0,0.0
Joseba Zaldúa,La Liga,Real Sociedad,ESP,DEF,29,24,14,1172,13.0,0,0,0,0,0,6,0,0.0,0.0,0.0
Rafinha,La Liga,Real Sociedad,BRA,MEI,28,17,13,1050,11.7,1,0,1,0,0,3,0,0.09,0.0,0.09
Ander Guevara,La Liga,Real Sociedad,ESP,MEI,24,17,11,867,9.6,0,0,0,0,0,2,0,0.0,0.0,0.0
Ander Barrenetxea,La Liga,Real Sociedad,ESP,ATA,19,11,6,547,6.1,1,1,1,0,0,0,0,0.16,0.16,0.33
Asier Illarramendi,La Liga,Real Sociedad,ESP,MEI,31,8,6,374,4.2,0,0,0,0,0,1,0,0.0,0.0,0.0
Jon Pacheco,La Liga,Real Sociedad,ESP,DEF,20,10,4,381,4.2,0,0,0,0,0,1,0,0.0,0.0,0.0
Mathew Ryan,La Liga,Real Sociedad,AUS,GK,29,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0
Roberto Navarro,La Liga,Real Sociedad,ESP,MEI,19,6,3,199,2.2,0,0,0,0,0,0,0,0.0,0.0,0.0
Julen Lobete,La Liga,Real Sociedad,ESP,ATA,20,13,2,284,3.2,2,0,2,0,0,0,0,0.62,0.0,0.62
Naïs Djouahra,La Liga,Real Sociedad,FRA,ATA,21,7,1,219,2.4,0,0,0,0,0,0,0,0.0,0.0,0.0
Beñat Turrientes,La Liga,Real Sociedad,ESP,MEI,19,8,1,207,2.3,0,0,0,0,0,1,0,0.0,0.0,0.0
Jon Guridi,La Liga,Real Sociedad,ESP,MEI,26,8,1,206,2.3,1,0,1,0,0,0,0,0.43,0.0,0.43
Ander Martin,La Liga,Real Sociedad,ESP,ATA,20,5,1,88,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0
Germán Valera,La Liga,Real Sociedad,ESP,ATA,19,3,0,51,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0
Jon Bautista,La Liga,Real Sociedad,ESP,ATA,26,1,0,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0
Alex Sola,La Liga,Real Sociedad,ESP,DEF,22,2,0,41,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0
Cristo,La Liga,Real Sociedad,ESP,DEF,21,1,0,17,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0
Christian Günter,Bundesliga,Freiburg,GER,DEF,28,34,34,3060,34.0,2,9,2,0,0,2,0,0.06,0.26,0.32
Vincenzo Grifo,Bundesliga,Freiburg,ITA,MEI,28,34,33,2775,30.8,9,7,4,5,6,0,0,0.29,0.23,0.52
Mark Flekken,Bundesliga,Freiburg,NED,GK,28,32,32,2880,32.0,0,0,0,0,0,0,0,0.0,0.0,0.0
Philipp Lienhart,Bundesliga,Freiburg,AUT,DEF,25,32,32,2870,31.9,5,0,5,0,0,2,0,0.16,0.0,0.16
Nico Schlotterbeck,Bundesliga,Freiburg,GER,DEF,21,32,32,2785,30.9,4,1,4,0,0,5,0,0.13,0.03,0.16
Nicolas Höfler,Bundesliga,Freiburg,GER,MEI,31,30,30,2600,28.9,2,4,2,0,0,5,0,0.07,0.14,0.21
Lucas Höler,Bundesliga,Freiburg,GER,ATA,27,34,30,2583,28.7,7,2,7,0,0,2,0,0.24,0.07,0.31
Lukas Kübler,Bundesliga,Freiburg,GER,DEF,28,29,27,2327,25.9,2,0,2,0,0,2,0,0.08,0.0,0.08
Maximilian Eggestein,Bundesliga,Freiburg,GER,MEI,24,31,26,2194,24.4,1,2,1,0,0,2,0,0.04,0.08,0.12
Jeong Woo-yeong,Bundesliga,Freiburg,KOR,ATA,21,32,23,1782,19.8,5,2,5,0,0,1,0,0.25,0.1,0.35
Roland Sallai,Bundesliga,Freiburg,HUN,MEI,24,31,18,1551,17.2,4,4,4,0,0,1,0,0.23,0.23,0.47
Manuel Gulde,Bundesliga,Freiburg,GER,DEF,30,20,14,1225,13.6,0,0,0,0,0,2,0,0.0,0.0,0.0
Ermedin Demirović,Bundesliga,Freiburg,BIH,ATA,23,31,9,871,9.7,2,3,2,0,0,4,0,0.21,0.31,0.52
Kevin Schade,Bundesliga,Freiburg,GER,ATA,19,21,7,831,9.2,4,1,4,0,0,2,0,0.43,0.11,0.54
Janik Haberer,Bundesliga,Freiburg,GER,MEI,27,26,7,818,9.1,3,0,3,0,0,1,0,0.33,0.0,0.33
Jonathan Schmid,Bundesliga,Freiburg,FRA,DEF,31,13,6,588,6.5,0,1,0,0,0,0,0,0.0,0.15,0.15
Yannik Keitel,Bundesliga,Freiburg,GER,MEI,21,12,5,504,5.6,0,0,0,0,0,1,0,0.0,0.0,0.0
Nils Petersen,Bundesliga,Freiburg,GER,ATA,32,22,3,580,6.4,5,1,5,0,0,0,0,0.78,0.16,0.94
Keven Schlotterbeck,Bundesliga,Freiburg,GER,DEF,24,12,3,315,3.5,0,0,0,0,0,1,0,0.0,0.0,0.0
Benjamin Uphoff,Bundesliga,Freiburg,GER,GK,27,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0
Kiliann Sildillia,Bundesliga,Freiburg,FRA,DEF,19,7,1,169,1.9,0,0,0,0,0,1,0,0.0,0.0,0.0
Noah Weißhaupt,Bundesliga,Freiburg,GER,MEI,19,10,0,97,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0
Dominique Heintz,Bundesliga,Freiburg,GER,DEF,27,1,0,29,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0
Hugo Siquet,Bundesliga,Freiburg,BEL,DEF,19,1,0,22,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0
Baptiste Santamaria,Bundesliga,Freiburg,FRA,MEI,26,1,0,21,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0
Anthony Lopes,Ligue 1,Lyon,POR,GK,30,34,34,2982,33.1,0,0,0,0,0,1,1,0.0,0.0,0.0
Lucas Paquetá,Ligue 1,Lyon,BRA,MEI,23,35,32,2699,30.0,9,6,8,1,1,3,0,0.3,0.2,0.5
Houssem Aouar,Ligue 1,Lyon,FRA,MEI,23,36,29,2504,27.8,6,4,6,0,0,1,0,0.22,0.14,0.36
Maxence Caqueret,Ligue 1,Lyon,FRA,MEI,21,31,26,2335,25.9,0,0,0,0,0,5,0,0.0,0.0,0.0
Karl Toko Ekambi,Ligue 1,Lyon,CMR,ATA,28,30,26,2296,25.5,12,5,10,2,2,3,0,0.47,0.2,0.67
Emerson Palmieri,Ligue 1,Lyon,ITA,DEF,26,29,26,2264,25.2,1,2,1,0,0,3,1,0.04,0.08,0.12
Moussa Dembélé,Ligue 1,Lyon,FRA,ATA,25,30,25,2207,24.5,21,4,16,5,5,6,0,0.86,0.16,1.02
Castello Lukeba,Ligue 1,Lyon,FRA,DEF,18,24,24,2095,23.3,2,0,2,0,0,1,0,0.09,0.0,0.09
Malo Gusto,Ligue 1,Lyon,FRA,DEF,18,30,21,1884,20.9,0,4,0,0,0,3,0,0.0,0.19,0.19
Thiago Mendes,Ligue 1,Lyon,BRA,MEI,29,29,21,1863,20.7,2,1,2,0,0,3,1,0.1,0.05,0.14
Leo Dubois,Ligue 1,Lyon,FRA,DEF,26,23,20,1742,19.4,0,0,0,0,0,5,0,0.0,0.0,0.0
Bruno Guimarães,Ligue 1,Lyon,BRA,MEI,23,20,19,1634,18.2,0,3,0,0,0,2,0,0.0,0.16,0.16
Jérôme Boateng,Ligue 1,Lyon,GER,DEF,32,24,19,1622,18.0,0,1,0,0,0,6,0,0.0,0.06,0.06
Damien Da Silva,Ligue 1,Lyon,FRA,DEF,33,17,13,1126,12.5,0,0,0,0,0,5,1,0.0,0.0,0.0
Henrique,Ligue 1,Lyon,BRA,DEF,27,18,12,1105,12.3,0,1,0,0,0,3,0,0.0,0.08,0.08
Jason Denayer,Ligue 1,Lyon,BEL,DEF,26,15,12,1002,11.1,3,0,3,0,0,2,0,0.27,0.0,0.27
Romain Faivre,Ligue 1,Lyon,FRA,ATA,23,14,9,889,9.9,3,0,3,0,0,0,0,0.3,0.0,0.3
Xherdan Shaqiri,Ligue 1,Lyon,SUI,ATA,29,11,9,679,7.5,2,3,2,0,0,0,0,0.27,0.4,0.67
Tanguy Ndombele,Ligue 1,Lyon,FRA,MEI,24,11,7,701,7.8,0,2,0,0,0,3,0,0.0,0.26,0.26
Tetê,Ligue 1,Lyon,BRA,ATA,21,9,7,583,6.5,2,5,2,0,0,1,0,0.31,0.77,1.08
Islam Slimani,Ligue 1,Lyon,ALG,ATA,33,12,6,573,6.4,1,1,1,0,0,3,0,0.16,0.16,0.31
Sinaly Diomande,Ligue 1,Lyon,CIV,DEF,20,11,5,579,6.4,0,0,0,0,0,2,0,0.0,0.0,0.0
Julian Pollersbeck,Ligue 1,Lyon,GER,GK,26,6,4,436,4.8,0,0,0,0,0,0,0,0.0,0.0,0.0
Tino Kadewere,Ligue 1,Lyon,ZIM,ATA,25,15,3,506,5.6,1,0,1,0,0,0,1,0.18,0.0,0.18
Rayan Cherki,Ligue 1,Lyon,FRA,ATA,17,16,3,440,4.9,0,1,0,0,0,1,0,0.0,0.2,0.2
Bradley Barcola,Ligue 1,Lyon,FRA,ATA,18,11,2,263,2.9,0,1,0,0,0,0,0,0.0,0.34,0.34
Marcelo,Ligue 1,Lyon,BRA,DEF,34,2,2,180,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0
Jeff Reine-Adélaïde,Ligue 1,Lyon,FRA,MEI,23,10,1,198,2.2,0,1,0,0,0,0,0,0.0,0.45,0.45
Maxwel Cornet,Ligue 1,Lyon,CIV,DEF,24,1,1,63,0.7,0,0,0,0,0,2,1,0.0,0.0,0.0
Habib Keita,Ligue 1,Lyon,MLI,MEI,19,3,0,7,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0
Pau Torres,La Liga,Villarreal,ESP,DEF,24,33,33,2855,31.7,5,1,5,0,0,5,0,0.16,0.03,0.19
Gerónimo Rulli,La Liga,Villarreal,ARG,GK,29,32,32,2880,32.0,0,0,0,0,0,2,0,0.0,0.0,0.0
Daniel Parejo,La Liga,Villarreal,ESP,MEI,32,33,32,2704,30.0,2,10,1,1,1,3,0,0.07,0.33,0.4
Raúl Albiol,La Liga,Villarreal,ESP,DEF,35,28,28,2465,27.4,0,0,0,0,0,8,0,0.0,0.0,0.0
Manu Trigueros,La Liga,Villarreal,ESP,MEI,29,35,27,2178,24.2,6,4,6,0,0,3,0,0.25,0.17,0.41
Étienne Capoue,La Liga,Villarreal,FRA,MEI,33,30,26,2290,25.4,1,1,1,0,0,9,0,0.04,0.04,0.08
Juan Foyth,La Liga,Villarreal,ARG,DEF,23,25,22,1924,21.4,1,1,1,0,0,6,1,0.05,0.05,0.09
Yeremi Pino,La Liga,Villarreal,ESP,MEI,18,31,21,1678,18.6,6,4,6,0,0,2,0,0.32,0.22,0.54
Alfonso Pedraza,La Liga,Villarreal,ESP,DEF,25,28,19,1701,18.9,4,4,4,0,0,2,0,0.21,0.21,0.42
Pervis Estupiñán,La Liga,Villarreal,ECU,DEF,23,28,17,1575,17.5,0,1,0,0,0,3,0,0.0,0.06,0.06
Arnaut Groeneveld,La Liga,Villarreal,NED,ATA,24,23,17,1472,16.4,10,3,7,3,3,1,0,0.61,0.18,0.79
Aïssa Mandi,La Liga,Villarreal,ALG,DEF,29,17,14,1375,15.3,1,0,1,0,0,3,0,0.07,0.0,0.07
Gerard Moreno,La Liga,Villarreal,ESP,ATA,29,17,14,1191,13.2,9,3,8,1,2,2,0,0.68,0.23,0.91
Moi Gómez,La Liga,Villarreal,ESP,MEI,27,29,13,1286,14.3,2,2,2,0,0,2,0,0.14,0.14,0.28
Boulaye Dia,La Liga,Villarreal,SEN,ATA,24,25,13,1269,14.1,5,5,5,0,0,3,0,0.35,0.35,0.71
Alberto Moreno,La Liga,Villarreal,ESP,MEI,29,24,13,1223,13.6,3,2,3,0,0,3,0,0.22,0.15,0.37
Samuel Chukwueze,La Liga,Villarreal,NGA,MEI,22,27,12,1333,14.8,3,3,3,0,0,4,0,0.2,0.2,0.41
Vicente Iborra,La Liga,Villarreal,ESP,MEI,33,20,12,1034,11.5,0,1,0,0,0,4,0,0.0,0.09,0.09
Giovani Lo Celso,La Liga,Villarreal,ARG,MEI,25,16,11,994,11.0,1,1,1,0,0,3,0,0.09,0.09,0.18
Serge Aurier,La Liga,Villarreal,CIV,DEF,28,19,10,1010,11.2,0,1,0,0,0,4,0,0.0,0.09,0.09
Paco Alcácer,La Liga,Villarreal,ESP,ATA,27,18,10,787,8.7,1,3,1,0,0,1,0,0.11,0.34,0.46
Francis Coquelin,La Liga,Villarreal,FRA,MEI,30,20,8,830,9.2,2,1,2,0,0,3,0,0.22,0.11,0.33
Mario Gaspar,La Liga,Villarreal,ESP,DEF,30,12,7,623,6.9,0,0,0,0,0,1,0,0.0,0.0,0.0
Sergio Asenjo,La Liga,Villarreal,ESP,GK,32,6,6,540,6.0,0,0,0,0,0,1,0,0.0,0.0,0.0
Rubén Peña,La Liga,Villarreal,ESP,MEI,30,7,1,132,1.5,0,0,0,0,0,1,0,0.0,0.0,0.0
Nicolas Jackson,La Liga,Villarreal,SEN,ATA,20,9,0,165,1.8,0,0,0,0,0,1,0,0.0,0.0,0.0
Dani Raba,La Liga,Villarreal,ESP,MEI,25,7,0,89,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0
Carlo,La Liga,Villarreal,ESP,MEI,20,1,0,7,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0
Juan Musso,Serie A,Atalanta,ARG,GK,27,33,33,2932,32.6,0,0,0,0,0,1,1,0.0,0.0,0.0
José Luis Palomino,Serie A,Atalanta,ARG,DEF,31,34,30,2672,29.7,1,0,1,0,0,9,0,0.03,0.0,0.03
Davide Zappacosta,Serie A,Atalanta,ITA,DEF,29,34,29,2345,26.1,1,5,1,0,0,6,0,0.04,0.19,0.23
Marten de Roon,Serie A,Atalanta,NED,MEI,30,30,28,2548,28.3,3,0,3,0,0,7,1,0.11,0.0,0.11
Remo Freuler,Serie A,Atalanta,SUI,MEI,29,29,28,2369,26.3,1,3,1,0,0,10,0,0.04,0.11,0.15
Berat Djimsiti,Serie A,Atalanta,ALB,DEF,28,31,25,2256,25.1,1,1,1,0,0,6,0,0.04,0.04,0.08
Mario Pašalić,Serie A,Atalanta,CRO,MEI,26,37,24,2002,22.2,13,6,13,0,0,3,0,0.59,0.27,0.86
Teun Koopmeiners,Serie A,Atalanta,NED,MEI,23,30,23,2126,23.6,4,1,4,0,0,4,0,0.17,0.04,0.21
Merih Demiral,Serie A,Atalanta,TUR,DEF,23,28,22,1917,21.3,1,2,1,0,0,8,0,0.05,0.09,0.14
Duván Zapata,Serie A,Atalanta,COL,ATA,30,24,20,1722,19.1,10,4,7,3,3,3,0,0.52,0.21,0.73
Ruslan Malinovskyi,Serie A,Atalanta,UKR,ATA,28,30,19,1592,17.7,6,5,6,0,0,10,0,0.34,0.28,0.62
Matteo Pessina,Serie A,Atalanta,ITA,MEI,24,27,18,1438,16.0,1,1,1,0,0,0,0,0.06,0.06,0.12
Luis Muriel,Serie A,Atalanta,COL,ATA,30,27,17,1539,17.1,9,8,7,2,2,1,0,0.53,0.47,0.99
Rafael Tolói,Serie A,Atalanta,ITA,DEF,30,20,16,1438,16.0,1,1,1,0,0,6,0,0.06,0.06,0.12
Hans Hateboer,Serie A,Atalanta,NED,DEF,27,21,16,1386,15.4,0,0,0,0,0,2,0,0.0,0.0,0.0
Joakim Mæhle,Serie A,Atalanta,DEN,DEF,24,26,15,1471,16.3,1,1,1,0,0,2,0,0.06,0.06,0.12
Giuseppe Pezzella,Serie A,Atalanta,ITA,DEF,23,21,10,1072,11.9,0,2,0,0,0,3,0,0.0,0.17,0.17
Giorgio Scalvini,Serie A,Atalanta,ITA,DEF,17,18,9,763,8.5,1,0,1,0,0,1,0,0.12,0.0,0.12
Josip Iličić,Serie A,Atalanta,SVN,ATA,33,20,8,841,9.3,3,3,3,0,1,1,0,0.32,0.32,0.65
Aleksei Miranchuk,Serie A,Atalanta,RUS,MEI,25,19,7,772,8.6,2,5,2,0,0,0,0,0.23,0.58,0.81
Jeremie Boga,Serie A,Atalanta,CIV,ATA,24,15,7,764,8.5,0,0,0,0,0,0,0,0.0,0.0,0.0
Robin Gosens,Serie A,Atalanta,GER,DEF,27,6,5,460,5.1,1,0,1,0,0,2,0,0.2,0.0,0.2
Marco Sportiello,Serie A,Atalanta,ITA,GK,29,5,5,450,5.0,0,0,0,0,0,1,0,0.0,0.0,0.0
Matteo Lovato,Serie A,Atalanta,ITA,DEF,21,6,3,305,3.4,0,0,0,0,0,1,0,0.0,0.0,0.0
Roberto Piccoli,Serie A,Atalanta,ITA,ATA,20,12,1,196,2.2,1,0,1,0,0,0,0,0.45,0.0,0.45
Valentin Mihaila,Serie A,Atalanta,ROU,ATA,21,5,0,76,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0
Moustapha Cissé,Serie A,Atalanta,GUI,ATA,17,3,0,38,0.4,1,0,1,0,0,0,0,2.5,0.0,2.5
Sam Lammers,Serie A,Atalanta,NED,ATA,24,2,0,38,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0
Francesco Rossi,Serie A,Atalanta,ITA,GK,30,1,0,37,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0
Tommaso De Nipoti,Serie A,Atalanta,ITA,MEI,18,1,0,6,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0
Alassane Sidibe,Serie A,Atalanta,CIV,ATA,19,1,0,6,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0
Anthony Modeste,Bundesliga,Köln,FRA,ATA,33,32,31,2606,29.0,20,4,19,1,1,4,0,0.69,0.14,0.83
Florian Kainz,Bundesliga,Köln,AUT,MEI,28,32,31,2320,25.8,4,4,4,0,0,3,1,0.16,0.16,0.31
Jonas Hector,Bundesliga,Köln,GER,DEF,31,30,30,2553,28.4,0,6,0,0,0,3,0,0.0,0.21,0.21
Benno Schmitz,Bundesliga,Köln,GER,DEF,26,31,29,2421,26.9,0,5,0,0,0,5,0,0.0,0.19,0.19
Salih Özcan,Bundesliga,Köln,TUR,MEI,23,31,26,2312,25.7,2,0,2,0,0,5,0,0.08,0.0,0.08
Luca Kilian,Bundesliga,Köln,GER,DEF,21,30,25,2281,25.3,1,0,1,0,0,3,0,0.04,0.0,0.04
Mark Uth,Bundesliga,Köln,GER,MEI,29,30,24,2025,22.5,5,8,5,0,0,3,0,0.22,0.36,0.58
Dejan Ljubicic,Bundesliga,Köln,AUT,MEI,23,30,22,1969,21.9,3,1,3,0,0,4,0,0.14,0.05,0.18
Marvin Schwäbe,Bundesliga,Köln,GER,GK,26,21,21,1890,21.0,0,0,0,0,0,1,0,0.0,0.0,0.0
Ellyes Skhiri,Bundesliga,Köln,TUN,MEI,26,22,20,1820,20.2,4,1,4,0,0,3,0,0.2,0.05,0.25
Timo Hübers,Bundesliga,Köln,GER,DEF,25,20,20,1740,19.3,1,0,1,0,0,7,0,0.05,0.0,0.05
Ondrej Duda,Bundesliga,Köln,SVK,MEI,26,31,20,1611,17.9,2,0,2,0,0,5,0,0.11,0.0,0.11
Rafael Czichos,Bundesliga,Köln,GER,DEF,31,17,16,1402,15.6,0,1,0,0,0,4,0,0.0,0.06,0.06
Sebastian Andersson,Bundesliga,Köln,SWE,ATA,30,26,13,1257,14.0,3,1,3,0,0,3,0,0.21,0.07,0.29
Timo Horn,Bundesliga,Köln,GER,GK,28,13,13,1170,13.0,0,0,0,0,0,0,0,0.0,0.0,0.0
Jan Thielmann,Bundesliga,Köln,GER,MEI,19,29,10,1192,13.2,3,3,3,0,0,6,0,0.23,0.23,0.45
